F_CPU,F_GPU,N_THREADS,THROUGHPUT,KERNEL_FRACTION,GPU_W
102000,76800000,1,7.310475911981871,0.01,7.0
102000,153600000,1,7.301935012778387,0.01,35.0
102000,230400000,1,7.203572972194209,0.01,42.0
102000,307200000,1,7.220737959419452,0.01,42.0
102000,384000000,1,7.203572972194209,0.01,42.0
102000,460800000,1,7.225955632632417,0.01,42.0
102000,537600000,1,7.572889057175312,0.01,42.0
102000,614400000,1,7.552299675251114,0.01,42.0
102000,691200000,1,7.537499057812618,0.01,85.0
102000,768000000,1,7.522756337922214,0.01,85.0
102000,844800000,1,7.457121551081283,0.01,85.0
102000,921600000,1,7.485029940119761,0.01,127.0
204000,76800000,1,14.592149423610097,0.01,6.0
204000,153600000,1,14.501160092807426,0.01,38.18
204000,230400000,1,14.669209329617134,0.01,42.0
204000,307200000,1,15.14004542013626,0.01,42.0
204000,384000000,1,14.863258026159334,0.01,42.0
204000,460800000,1,15.098897780462025,0.01,42.0
204000,537600000,1,15.89572405023049,0.01,42.0
204000,614400000,1,15.755475027572082,0.01,42.0
204000,691200000,1,15.832805573147562,0.01,84.92
204000,768000000,1,15.681354869060685,0.01,85.0
204000,844800000,1,15.70598397989634,0.01,85.0
204000,921600000,1,15.673981191222571,0.01,127.0
307200,76800000,1,21.58894645941278,0.02,22.4
307200,153600000,1,21.862702229995627,0.01,42.0
307200,230400000,1,21.987686895338612,0.01,42.0
307200,307200000,1,21.838829438742085,0.01,42.0
307200,384000000,1,21.34927412467976,0.01,42.0
307200,460800000,1,21.06149957877001,0.01,42.0
307200,537600000,1,23.16423442205235,0.01,42.0
307200,614400000,1,23.132084200786494,0.01,42.0
307200,691200000,1,23.089355806972986,0.01,84.47
307200,768000000,1,23.28288707799767,0.01,85.0
307200,844800000,1,23.19647413593134,0.01,86.53
307200,921600000,1,23.207240659085635,0.01,127.0
403200,76800000,1,29.334115576415368,0.02,42.0
403200,153600000,1,30.395136778115504,0.01,42.0
403200,230400000,1,29.76190476190476,0.01,42.0
403200,307200000,1,30.220610456331215,0.01,42.0
403200,384000000,1,30.012004801920767,0.01,42.0
403200,460800000,1,30.111412225233362,0.01,42.0
403200,537600000,1,30.37667071688943,0.01,42.0
403200,614400000,1,30.59039461609055,0.01,42.0
403200,691200000,1,30.102347983142685,0.01,84.05
403200,768000000,1,29.868578255675033,0.01,85.0
403200,844800000,1,30.367446097783176,0.01,102.43
403200,921600000,1,30.487804878048784,0.01,127.0
518400,76800000,1,37.59398496240601,0.02,42.0
518400,153600000,1,38.06623524933384,0.01,42.0
518400,230400000,1,38.34355828220859,0.01,42.0
518400,307200000,1,38.46153846153846,0.01,42.0
518400,384000000,1,38.78975950349108,0.01,42.0
518400,460800000,1,38.684719535783366,0.01,42.0
518400,537600000,1,39.20031360250882,0.01,42.0
518400,614400000,1,38.91050583657588,0.01,43.62
518400,691200000,1,38.83495145631068,0.01,84.0
518400,768000000,1,38.895371450797356,0.01,85.0
518400,844800000,1,38.940809968847354,0.01,112.12
518400,921600000,1,38.55050115651503,0.01,127.0
614400,76800000,1,43.7636761487965,0.03,42.0
614400,153600000,1,45.64125969876768,0.02,42.0
614400,230400000,1,45.8295142071494,0.01,42.0
614400,307200000,1,45.93477262287552,0.01,42.0
614400,384000000,1,45.558086560364465,0.01,42.0
614400,460800000,1,45.47521600727604,0.01,42.0
614400,537600000,1,45.24886877828054,0.01,42.0
614400,614400000,1,46.49000464900046,0.01,42.0
614400,691200000,1,45.93477262287552,0.01,84.03
614400,768000000,1,45.76659038901602,0.01,85.0
614400,844800000,1,45.93477262287552,0.01,121.27
614400,921600000,1,45.39264639128461,0.01,127.0
710400,76800000,1,50.403225806451616,0.02,42.0
710400,153600000,1,51.67958656330749,0.02,42.0
710400,230400000,1,52.16484089723526,0.01,42.0
710400,307200000,1,52.74261603375527,0.01,42.0
710400,384000000,1,52.41090146750525,0.01,42.0
710400,460800000,1,52.85412262156448,0.01,42.0
710400,537600000,1,53.13496280552604,0.01,42.0
710400,614400000,1,53.648068669527895,0.01,54.73
710400,691200000,1,52.798310454065465,0.01,84.03
710400,768000000,1,53.07855626326964,0.01,85.0
710400,844800000,1,52.96610169491526,0.01,115.27
710400,921600000,1,52.63157894736842,0.01,127.0
825600,76800000,1,56.78591709256105,0.03,42.0
825600,153600000,1,59.38242280285036,0.02,42.0
825600,230400000,1,59.880239520958085,0.02,42.0
825600,307200000,1,60.350030175015085,0.01,42.0
825600,384000000,1,60.350030175015085,0.01,42.0
825600,460800000,1,60.13229104028864,0.01,42.0
825600,537600000,1,60.75334143377886,0.01,42.0
825600,614400000,1,60.20469596628537,0.01,59.03
825600,691200000,1,60.45949214026602,0.01,84.0
825600,768000000,1,61.500615006150056,0.01,85.0
825600,844800000,1,60.679611650485434,0.01,127.0
825600,921600000,1,61.42506142506142,0.01,127.0
921600,76800000,1,63.25110689437065,0.02,42.0
921600,153600000,1,65.48788474132286,0.02,42.0
921600,230400000,1,66.62225183211193,0.02,42.0
921600,307200000,1,67.20430107526882,0.01,42.0
921600,384000000,1,66.88963210702342,0.01,42.0
921600,460800000,1,66.66666666666667,0.01,42.0
921600,537600000,1,67.43088334457181,0.01,42.0
921600,614400000,1,68.02721088435375,0.01,65.1
921600,691200000,1,67.5219446320054,0.01,84.0
921600,768000000,1,68.58710562414267,0.01,85.0
921600,844800000,1,68.54009595613434,0.01,126.92
921600,921600000,1,67.84260515603799,0.01,127.0
1036800,76800000,1,70.17543859649123,0.03,42.0
1036800,153600000,1,73.69196757553426,0.02,42.0
1036800,230400000,1,73.96449704142012,0.02,42.0
1036800,307200000,1,74.6825989544436,0.01,42.0
1036800,384000000,1,75.52870090634441,0.01,42.0
1036800,460800000,1,75.75757575757576,0.01,42.0
1036800,537600000,1,75.52870090634441,0.01,42.0
1036800,614400000,1,75.58578987150416,0.01,74.23
1036800,691200000,1,76.16146230007615,0.01,84.0
1036800,768000000,1,75.7002271006813,0.01,85.0
1036800,844800000,1,75.8150113722517,0.01,126.88
1036800,921600000,1,75.87253414264036,0.01,127.0
1132800,76800000,1,75.01875468867216,0.03,42.0
1132800,153600000,1,77.04160246533128,0.02,42.0
1132800,230400000,1,78.80220646178093,0.02,42.0
1132800,307200000,1,78.61635220125785,0.02,42.0
1132800,384000000,1,79.6812749003984,0.01,42.0
1132800,460800000,1,79.93605115907275,0.01,42.0
1132800,537600000,1,80.12820512820512,0.01,42.0
1132800,614400000,1,80.84074373484236,0.01,74.67
1132800,691200000,1,79.30214115781126,0.01,84.0
1132800,768000000,1,79.42811755361399,0.01,85.0
1132800,844800000,1,79.6812749003984,0.01,126.42
1132800,921600000,1,80.0,0.01,127.0
1224000,76800000,1,78.98894154818325,0.03,42.0
1224000,153600000,1,80.38585209003216,0.02,42.0
1224000,230400000,1,82.37232289950576,0.02,42.0
1224000,307200000,1,82.8500414250207,0.02,42.0
1224000,384000000,1,84.7457627118644,0.02,42.0
1224000,460800000,1,84.45945945945947,0.01,42.0
1224000,537600000,1,83.5421888053467,0.01,42.0
1224000,614400000,1,86.65511265164645,0.01,78.64
1224000,691200000,1,85.25149190110827,0.01,84.0
1224000,768000000,1,87.03220191470844,0.01,85.0
1224000,844800000,1,87.56567425569177,0.01,126.0
1224000,921600000,1,87.79631255487269,0.01,127.0
1326000,76800000,1,82.57638315441784,0.03,42.0
1326000,153600000,1,86.88097306689835,0.03,42.0
1326000,230400000,1,88.1057268722467,0.02,42.0
1326000,307200000,1,89.04719501335708,0.02,42.0
1326000,384000000,1,90.25270758122744,0.02,42.0
1326000,460800000,1,89.36550491510278,0.01,42.0
1326000,537600000,1,89.68609865470852,0.01,42.0
1326000,614400000,1,90.17132551848512,0.01,78.86
1326000,691200000,1,93.72071227741331,0.01,84.0
1326000,768000000,1,92.7643784786642,0.01,85.0
1326000,844800000,1,92.25092250922509,0.01,125.2
1326000,921600000,1,94.9667616334283,0.01,127.0
1428000,76800000,1,89.12655971479501,0.03,42.0
1428000,153600000,1,90.99181073703366,0.03,42.0
1428000,230400000,1,93.19664492078284,0.02,42.0
1428000,307200000,1,93.80863039399625,0.02,42.0
1428000,384000000,1,96.71179883945841,0.02,42.0
1428000,460800000,1,95.41984732824427,0.01,42.0
1428000,537600000,1,94.87666034155599,0.01,42.0
1428000,614400000,1,98.4251968503937,0.01,78.12
1428000,691200000,1,98.23182711198429,0.01,84.0
1428000,768000000,1,99.10802775024777,0.01,85.0
1428000,844800000,1,98.4251968503937,0.01,126.0
1428000,921600000,1,97.5609756097561,0.01,127.0
1479000,76800000,1,91.32420091324201,0.03,42.0
1479000,153600000,1,93.89671361502347,0.03,42.0
1479000,230400000,1,96.71179883945841,0.02,42.0
1479000,307200000,1,97.2762645914397,0.02,42.0
1479000,384000000,1,99.00990099009901,0.02,42.0
1479000,460800000,1,99.60159362549801,0.02,42.0
1479000,537600000,1,99.8003992015968,0.01,42.0
1479000,614400000,1,99.10802775024777,0.02,84.0
1479000,691200000,1,102.6694045174538,0.01,84.0
1479000,768000000,1,104.27528675703859,0.01,85.0
1479000,844800000,1,104.71204188481674,0.01,125.19
1479000,921600000,1,102.45901639344262,0.01,127.0
