F_CPU,F_GPU,N_THREADS,THROUGHPUT,KERNEL_FRACTION,GPU_W
102000,76800000,1,0.2613367899479417,0.65,6.0
102000,76800000,2,0.40271429434387773,0.5,6.0
102000,76800000,3,0.4944987019409074,0.41,6.0
102000,76800000,4,0.5031952900920847,0.41,6.0
102000,153600000,1,0.2613367899479417,0.65,32.0
102000,153600000,2,0.40271429434387773,0.5,32.0
102000,153600000,3,0.4944987019409074,0.41,32.0
102000,153600000,4,0.5031952900920847,0.41,32.0
102000,230400000,1,0.2613367899479417,0.65,37.0
102000,230400000,2,0.40271429434387773,0.5,37.0
102000,230400000,3,0.4944987019409074,0.41,37.0
102000,230400000,4,0.5031952900920847,0.41,37.0
102000,307200000,1,0.2613367899479417,0.65,42.0
102000,307200000,2,0.40271429434387773,0.5,42.0
102000,307200000,3,0.4944987019409074,0.41,42.0
102000,307200000,4,0.5031952900920847,0.41,42.0
102000,384000000,1,0.2613367899479417,0.65,42.0
102000,384000000,2,0.40271429434387773,0.5,42.0
102000,384000000,3,0.4944987019409074,0.41,42.0
102000,384000000,4,0.5031952900920847,0.41,42.0
102000,460800000,1,0.2613367899479417,0.65,42.0
102000,460800000,2,0.40271429434387773,0.5,42.0
102000,460800000,3,0.4944987019409074,0.41,42.0
102000,460800000,4,0.5031952900920847,0.41,42.0
102000,537600000,1,0.2613367899479417,0.65,42.0
102000,537600000,2,0.40271429434387773,0.5,42.0
102000,537600000,3,0.4944987019409074,0.41,42.0
102000,537600000,4,0.5031952900920847,0.41,42.0
102000,614400000,1,0.2613367899479417,0.65,42.0
102000,614400000,2,0.40271429434387773,0.5,42.0
102000,614400000,3,0.4944987019409074,0.41,42.0
102000,614400000,4,0.5031952900920847,0.41,42.0
102000,691200000,1,0.2613367899479417,0.65,76.0
102000,691200000,2,0.40271429434387773,0.5,76.0
102000,691200000,3,0.4944987019409074,0.41,76.0
102000,691200000,4,0.5031952900920847,0.41,76.0
102000,768000000,1,0.2613367899479417,0.65,85.0
102000,768000000,2,0.40271429434387773,0.5,85.0
102000,768000000,3,0.4944987019409074,0.41,85.0
102000,768000000,4,0.5031952900920847,0.41,85.0
102000,844800000,1,0.2613367899479417,0.65,85.0
102000,844800000,2,0.40271429434387773,0.5,85.0
102000,844800000,3,0.4944987019409074,0.41,85.0
102000,844800000,4,0.5031952900920847,0.41,85.0
102000,921600000,1,0.2613367899479417,0.65,127.0
102000,921600000,2,0.40271429434387773,0.5,127.0
102000,921600000,3,0.4944987019409074,0.41,127.0
102000,921600000,4,0.5031952900920847,0.41,127.0
204000,76800000,1,0.54775911745051,0.68,6.0
204000,76800000,2,0.8339518476203185,0.52,6.0
204000,76800000,3,1.001712929108776,0.42,6.0
204000,76800000,4,1.051745898190997,0.39,6.0
204000,153600000,1,0.54775911745051,0.68,32.0
204000,153600000,2,0.8339518476203185,0.52,32.0
204000,153600000,3,1.001712929108776,0.42,32.0
204000,153600000,4,1.051745898190997,0.39,32.0
204000,230400000,1,0.54775911745051,0.68,37.0
204000,230400000,2,0.8339518476203185,0.52,37.0
204000,230400000,3,1.001712929108776,0.42,37.0
204000,230400000,4,1.051745898190997,0.39,37.0
204000,307200000,1,0.54775911745051,0.68,42.0
204000,307200000,2,0.8339518476203185,0.52,42.0
204000,307200000,3,1.001712929108776,0.42,42.0
204000,307200000,4,1.051745898190997,0.39,42.0
204000,384000000,1,0.54775911745051,0.68,42.0
204000,384000000,2,0.8339518476203185,0.52,42.0
204000,384000000,3,1.001712929108776,0.42,42.0
204000,384000000,4,1.051745898190997,0.39,42.0
204000,460800000,1,0.54775911745051,0.68,42.0
204000,460800000,2,0.8339518476203185,0.52,42.0
204000,460800000,3,1.001712929108776,0.42,42.0
204000,460800000,4,1.051745898190997,0.39,42.0
204000,537600000,1,0.54775911745051,0.68,42.0
204000,537600000,2,0.8339518476203185,0.52,42.0
204000,537600000,3,1.001712929108776,0.42,42.0
204000,537600000,4,1.051745898190997,0.39,42.0
204000,614400000,1,0.54775911745051,0.68,42.0
204000,614400000,2,0.8339518476203185,0.52,42.0
204000,614400000,3,1.001712929108776,0.42,42.0
204000,614400000,4,1.051745898190997,0.39,42.0
204000,691200000,1,0.54775911745051,0.68,76.0
204000,691200000,2,0.8339518476203185,0.52,76.0
204000,691200000,3,1.001712929108776,0.42,76.0
204000,691200000,4,1.051745898190997,0.39,76.0
204000,768000000,1,0.54775911745051,0.68,85.0
204000,768000000,2,0.8339518476203185,0.52,85.0
204000,768000000,3,1.001712929108776,0.42,85.0
