F_CPU,F_GPU,N_THREADS,THROUGHPUT,KERNEL_FRACTION,GPU_W
102000,76800000,1,0.46876171904297603,0.44,6.0
102000,76800000,2,0.5985658362563298,0.29,6.0
102000,76800000,3,0.634167686619696,0.26,6.0
102000,76800000,4,0.6940492219708222,0.18,6.0
102000,153600000,1,0.46876171904297603,0.44,32.0
102000,153600000,2,0.5985658362563298,0.29,32.0
102000,153600000,3,0.634167686619696,0.26,32.0
102000,153600000,4,0.6940492219708222,0.18,32.0
102000,230400000,1,0.46876171904297603,0.44,37.0
102000,230400000,2,0.5985658362563298,0.29,37.0
102000,230400000,3,0.634167686619696,0.26,37.0
102000,230400000,4,0.6940492219708222,0.18,37.0
102000,307200000,1,0.46876171904297603,0.44,42.0
102000,307200000,2,0.5985658362563298,0.29,42.0
102000,307200000,3,0.634167686619696,0.26,42.0
102000,307200000,4,0.6940492219708222,0.18,42.0
102000,384000000,1,0.46876171904297603,0.44,42.0
102000,384000000,2,0.5985658362563298,0.29,42.0
102000,384000000,3,0.634167686619696,0.26,42.0
102000,384000000,4,0.6940492219708222,0.18,42.0
102000,460800000,1,0.46876171904297603,0.44,42.0
102000,460800000,2,0.5985658362563298,0.29,42.0
102000,460800000,3,0.634167686619696,0.26,42.0
102000,460800000,4,0.6940492219708222,0.18,42.0
102000,537600000,1,0.46876171904297603,0.44,42.0
102000,537600000,2,0.5985658362563298,0.29,42.0
102000,537600000,3,0.634167686619696,0.26,42.0
102000,537600000,4,0.6940492219708222,0.18,42.0
102000,614400000,1,0.46876171904297603,0.44,42.0
102000,614400000,2,0.5985658362563298,0.29,42.0
102000,614400000,3,0.634167686619696,0.26,42.0
102000,614400000,4,0.6940492219708222,0.18,42.0
102000,691200000,1,0.46876171904297603,0.44,76.0
102000,691200000,2,0.5985658362563298,0.29,76.0
102000,691200000,3,0.634167686619696,0.26,76.0
102000,691200000,4,0.6940492219708222,0.18,76.0
102000,768000000,1,0.46876171904297603,0.44,85.0
102000,768000000,2,0.5985658362563298,0.29,85.0
102000,768000000,3,0.634167686619696,0.26,85.0
102000,768000000,4,0.6940492219708222,0.18,85.0
102000,844800000,1,0.46876171904297603,0.44,85.0
102000,844800000,2,0.5985658362563298,0.29,85.0
102000,844800000,3,0.634167686619696,0.26,85.0
102000,844800000,4,0.6940492219708222,0.18,85.0
102000,921600000,1,0.46876171904297603,0.44,127.0
102000,921600000,2,0.5985658362563298,0.29,127.0
102000,921600000,3,0.634167686619696,0.26,127.0
102000,921600000,4,0.6940492219708222,0.18,127.0
204000,76800000,1,0.9741651404746132,0.45,6.0
204000,76800000,2,1.2415574096146205,0.29,6.0
204000,76800000,3,1.3326226012793176,0.23,6.0
204000,76800000,4,1.3249244793046797,0.23,6.0
204000,153600000,1,0.9741651404746132,0.45,32.0
204000,153600000,2,1.2415574096146205,0.29,32.0
204000,153600000,3,1.3326226012793176,0.23,32.0
204000,153600000,4,1.3249244793046797,0.23,32.0
204000,230400000,1,0.9741651404746132,0.45,37.0
204000,230400000,2,1.2415574096146205,0.29,37.0
204000,230400000,3,1.3326226012793176,0.23,37.0
204000,230400000,4,1.3249244793046797,0.23,37.0
204000,307200000,1,0.9741651404746132,0.45,42.0
204000,307200000,2,1.2415574096146205,0.29,42.0
204000,307200000,3,1.3326226012793176,0.23,42.0
204000,307200000,4,1.3249244793046797,0.23,42.0
204000,384000000,1,0.9741651404746132,0.45,42.0
