F_CPU,F_GPU,N_THREADS,PRECISION,THROUGHPUT,KERNEL_FRACTION,GPU_W
204000,76800000,1,90,4.321334428071388,0.66,42.0
204000,76800000,1,100,4.018000642880103,0.67,42.0
204000,153600000,1,0,14.142271248762553,0.0,42.0
204000,153600000,1,10,11.554015020219527,0.13,42.0
204000,153600000,1,20,10.140959334753068,0.23,42.0
204000,153600000,1,30,8.947745168217608,0.31,42.0
204000,153600000,1,40,8.010894816951053,0.39,48.14
204000,153600000,1,50,7.352400558782443,0.43,42.0
204000,153600000,1,60,6.7217853061773205,0.48,85.0
204000,153600000,1,70,6.335931065070011,0.51,85.0
204000,153600000,1,80,5.894141223623718,0.54,85.0
204000,153600000,1,90,5.403944879762226,0.57,76.4
204000,153600000,1,100,5.174644243208279,0.59,85.0
204000,230400000,1,0,14.10238330277817,0.0,42.0
204000,230400000,1,10,11.749500646222536,0.13,42.0
204000,230400000,1,20,10.362694300518134,0.22,42.0
204000,230400000,1,30,9.19793966151582,0.3,42.0
204000,230400000,1,40,8.342370901810295,0.36,78.86
204000,230400000,1,50,7.650524060898171,0.4,85.0
204000,230400000,1,60,7.105300554213443,0.45,85.0
204000,230400000,1,70,6.60676532769556,0.48,85.0
204000,230400000,1,80,6.144015728680266,0.52,85.0
204000,230400000,1,90,5.816997266011285,0.55,85.0
204000,230400000,1,100,5.473753352673929,0.55,85.0
204000,307200000,1,0,14.150275930380642,0.0,42.0
204000,307200000,1,10,11.852554225435581,0.11,42.0
204000,307200000,1,20,10.734220695577502,0.19,42.0
204000,307200000,1,30,9.558401835213152,0.27,68.88
204000,307200000,1,40,8.829242450997704,0.32,85.0
204000,307200000,1,50,8.166598611678236,0.37,85.0
204000,307200000,1,60,7.577479730241722,0.41,85.0
204000,307200000,1,70,7.079646017699115,0.45,85.0
204000,307200000,1,80,6.78794461037198,0.47,85.0
204000,307200000,1,90,6.38895987733197,0.5,85.0
204000,307200000,1,100,6.112469437652812,0.52,85.0
204000,384000000,1,0,14.124293785310735,0.0,42.0
204000,384000000,1,10,12.012012012012011,0.08,42.0
204000,384000000,1,20,11.029006286533583,0.17,46.78
204000,384000000,1,30,10.02004008016032,0.23,79.62
204000,384000000,1,40,9.467007478935908,0.27,85.0
204000,384000000,1,50,8.909479686386316,0.31,85.0
204000,384000000,1,60,8.46811753747142,0.35,85.0
204000,384000000,1,70,7.944704854214666,0.39,85.0
204000,384000000,1,80,7.487271638215034,0.42,85.0
204000,384000000,1,90,6.861534239055852,0.46,85.0
204000,384000000,1,100,6.683598449405159,0.48,92.0
204000,460800000,1,0,14.10636196924813,0.0,42.0
204000,460800000,1,10,12.241400416207615,0.08,42.0
204000,460800000,1,20,11.144544745347153,0.15,61.11
204000,460800000,1,30,10.195758564437194,0.22,85.0
204000,460800000,1,40,9.482268158543524,0.27,85.0
204000,460800000,1,50,9.004141905276427,0.3,85.0
204000,460800000,1,60,8.349336227769893,0.35,85.0
204000,460800000,1,70,7.970032677133976,0.37,85.0
204000,460800000,1,80,7.567158531971245,0.41,97.0
204000,460800000,1,90,7.184424168402902,0.44,113.0
204000,460800000,1,100,6.808278867102397,0.47,99.0
204000,537600000,1,0,14.505366985784741,0.0,42.0
204000,537600000,1,10,12.71132579128003,0.08,46.2
204000,537600000,1,20,11.637379262190153,0.15,84.0
204000,537600000,1,30,10.753844499408538,0.19,84.0
204000,537600000,1,40,10.085728693898133,0.24,84.0
204000,537600000,1,50,9.59232613908873,0.27,84.0
204000,537600000,1,60,9.056330374932077,0.31,127.0
204000,537600000,1,70,8.640055296353896,0.34,127.0
204000,537600000,1,80,8.238589553468447,0.37,127.0
204000,537600000,1,90,7.869058860560277,0.4,127.0
204000,537600000,1,100,7.564868749527196,0.42,127.0
204000,614400000,1,0,14.343086632243258,0.0,45.82
204000,614400000,1,10,12.553351744915894,0.08,84.0
204000,614400000,1,20,11.633317822242905,0.14,84.0
204000,614400000,1,30,10.735373054213634,0.19,88.78
204000,614400000,1,40,10.111223458038422,0.23,127.0
204000,614400000,1,50,9.575792396820836,0.28,127.0
204000,614400000,1,60,9.091735612328394,0.31,127.0
204000,614400000,1,70,8.619203585588691,0.35,127.0
204000,614400000,1,80,8.203445447087777,0.37,145.0
204000,614400000,1,90,7.861635220125786,0.4,169.0
204000,614400000,1,100,7.568876778686043,0.42,169.0
204000,691200000,1,0,14.330753797649756,0.0,84.18
204000,691200000,1,10,12.639029322548028,0.07,84.0
204000,691200000,1,20,11.68360789811894,0.13,127.0
204000,691200000,1,30,10.873110796999022,0.18,127.0
204000,691200000,1,40,10.201999591920016,0.23,127.0
204000,691200000,1,50,9.659036028204385,0.27,127.0
204000,691200000,1,60,9.157509157509157,0.3,169.0
204000,691200000,1,70,8.70928409684724,0.33,169.0
204000,691200000,1,80,8.285004142502071,0.36,169.0
204000,691200000,1,90,7.940919558484872,0.39,169.0
204000,691200000,1,100,7.633005114113427,0.41,169.0
204000,768000000,1,0,14.34102968593145,0.0,87.91
204000,768000000,1,10,12.624668602449187,0.07,114.1
204000,768000000,1,20,11.713716762328687,0.13,127.0
204000,768000000,1,30,10.92896174863388,0.18,136.33
204000,768000000,1,40,10.246951531919253,0.23,169.0
204000,768000000,1,50,9.693679720822024,0.26,169.0
204000,768000000,1,60,9.158347834050737,0.3,169.0
204000,768000000,1,70,8.723719794120214,0.34,169.0
204000,768000000,1,80,8.313934153641503,0.37,212.0
204000,768000000,1,90,7.92895654931811,0.39,212.0
204000,768000000,1,100,7.633005114113427,0.41,212.0
204000,844800000,1,0,14.37607820586544,0.0,91.82
204000,844800000,1,10,12.695188523549575,0.07,127.0
204000,844800000,1,20,11.719207781553967,0.13,143.8
204000,844800000,1,30,10.876658690450293,0.18,169.0
204000,844800000,1,40,10.234367004400779,0.23,169.0
204000,844800000,1,50,9.722897423432183,0.26,212.0
204000,844800000,1,60,9.171787581399615,0.3,212.0
204000,844800000,1,70,8.720676724513822,0.34,212.0
204000,844800000,1,80,8.336807002917883,0.37,212.0
204000,844800000,1,90,7.937767899666613,0.39,212.0
204000,844800000,1,100,7.654037504783773,0.42,242.0
204000,921600000,1,0,14.367816091954024,0.0,127.0
204000,921600000,1,10,12.6598303582732,0.07,169.0
204000,921600000,1,20,11.768859597505003,0.13,169.0
204000,921600000,1,30,10.925379656943079,0.18,202.44
204000,921600000,1,40,10.215548064153642,0.23,212.0
204000,921600000,1,50,9.664637092877163,0.27,212.0
204000,921600000,1,60,9.178522257916475,0.3,243.5
204000,921600000,1,70,8.703977717817043,0.33,254.0
204000,921600000,1,80,8.331944675887353,0.37,254.0
204000,921600000,1,90,7.9440737210041314,0.39,254.0
204000,921600000,1,100,7.645844483523206,0.41,254.0
307200,76800000,1,0,20.132876988121602,0.0,42.0
307200,76800000,1,10,14.705882352941176,0.23,42.0
307200,76800000,1,20,11.863803535413453,0.37,42.0
307200,76800000,1,30,9.833808634083981,0.47,80.22
307200,76800000,1,40,8.624407072013799,0.53,85.0
307200,76800000,1,50,7.7369439071566735,0.58,85.0
307200,76800000,1,60,6.836671908115129,0.63,85.0
307200,76800000,1,70,6.2015503875969,0.66,85.0
307200,76800000,1,80,5.674724775848372,0.69,85.0
307200,76800000,1,90,5.23204101920159,0.71,85.0
307200,76800000,1,100,4.854840275754928,0.73,85.0
307200,153600000,1,0,20.691082143596113,0.0,42.0
307200,153600000,1,10,16.56451880072884,0.15,42.0
307200,153600000,1,20,14.287755393627663,0.26,49.82
307200,153600000,1,30,12.331976815883586,0.36,85.0
307200,153600000,1,40,10.964912280701753,0.43,85.0
307200,153600000,1,50,9.897070467141726,0.47,85.0
307200,153600000,1,60,9.066183136899365,0.52,85.0
307200,153600000,1,70,8.189337482597658,0.55,85.0
307200,153600000,1,80,7.605141075366948,0.6,85.0
307200,153600000,1,90,7.218652999350321,0.61,121.0
307200,153600000,1,100,6.865774116031583,0.63,127.0
307200,230400000,1,0,20.755500207555002,0.0,42.0
307200,230400000,1,10,17.18508334765424,0.13,42.0
307200,230400000,1,20,15.01726986033939,0.23,77.83
307200,230400000,1,30,13.351134846461948,0.31,85.0
307200,230400000,1,40,12.147716229348884,0.37,85.0
307200,230400000,1,50,10.88139281828074,0.43,89.67
307200,230400000,1,60,10.106114199090449,0.47,117.67
307200,230400000,1,70,9.414422895876482,0.5,127.0
307200,230400000,1,80,8.602150537634408,0.55,121.75
307200,230400000,1,90,8.016032064128256,0.58,127.0
307200,230400000,1,100,7.71962328238382,0.59,115.0
307200,307200000,1,0,20.742584526031944,0.0,42.0
307200,307200000,1,10,17.271157167530227,0.13,42.0
307200,307200000,1,20,15.211439002129602,0.22,85.0
307200,307200000,1,30,13.482540110556828,0.3,85.0
307200,307200000,1,40,12.201073694485116,0.37,85.0
307200,307200000,1,50,11.24353496739375,0.41,106.0
307200,307200000,1,60,10.369141435089174,0.45,127.0
307200,307200000,1,70,9.634839579920994,0.49,127.0
307200,307200000,1,80,9.0711175616836,0.52,127.0
307200,307200000,1,90,8.504124500382686,0.55,127.0
307200,307200000,1,100,8.018603159329645,0.58,127.0
307200,384000000,1,0,20.85070892410342,0.0,44.87
307200,384000000,1,10,17.470300489168412,0.12,42.0
307200,384000000,1,20,15.612802498048401,0.2,85.0
307200,384000000,1,30,13.902405116085081,0.28,85.0
307200,384000000,1,40,12.712941774726673,0.34,85.0
307200,384000000,1,50,11.72745396974317,0.39,127.0
307200,384000000,1,60,10.997470581766192,0.42,127.0
307200,384000000,1,70,10.240655401945723,0.46,127.0
307200,384000000,1,80,9.513842641042718,0.5,127.0
307200,384000000,1,90,8.979885057471265,0.53,127.0
307200,384000000,1,100,8.531695247845747,0.55,127.0
307200,460800000,1,0,20.807324178110694,0.0,44.87
307200,460800000,1,10,17.59943681802182,0.11,48.62
307200,460800000,1,20,15.506280043417584,0.21,85.0
307200,460800000,1,30,13.863856924996535,0.28,85.0
307200,460800000,1,40,12.642225031605564,0.34,89.2
307200,460800000,1,50,11.59823706796567,0.4,127.0
307200,460800000,1,60,10.85894233901618,0.43,127.0
307200,460800000,1,70,10.01001001001001,0.48,127.0
307200,460800000,1,80,9.410878976096367,0.51,127.0
307200,460800000,1,90,8.863676653075697,0.53,127.0
307200,460800000,1,100,8.430281571404485,0.56,127.0
307200,537600000,1,0,21.376656690893544,0.0,44.62
307200,537600000,1,10,18.27485380116959,0.1,84.0
307200,537600000,1,20,16.77570877369569,0.17,84.0
307200,537600000,1,30,14.943215780035864,0.25,119.83
307200,537600000,1,40,14.17032733456143,0.28,127.0
307200,537600000,1,50,12.768130745658837,0.35,127.0
307200,537600000,1,60,11.950286806883364,0.39,131.2
307200,537600000,1,70,11.198208286674133,0.42,169.0
307200,537600000,1,80,10.574177857671566,0.45,169.0
307200,537600000,1,90,10.130685847431872,0.48,169.0
307200,537600000,1,100,9.580379383023567,0.5,169.0
307200,614400000,1,0,21.673168617251843,0.0,47.25
307200,614400000,1,10,19.029495718363464,0.08,84.0
307200,614400000,1,20,17.310022503029252,0.15,123.93
307200,614400000,1,30,15.82528881152081,0.22,127.0
307200,614400000,1,40,14.530659691950015,0.27,151.5
307200,614400000,1,50,13.583265417006247,0.31,169.0
307200,614400000,1,60,12.823800974608874,0.35,169.0
307200,614400000,1,70,12.020675561966582,0.38,177.6
307200,614400000,1,80,11.355893708834884,0.41,212.0
307200,614400000,1,90,10.789814415192058,0.44,212.0
307200,614400000,1,100,10.400416016640666,0.46,212.0
307200,691200000,1,0,21.68726957276079,0.0,86.69
307200,691200000,1,10,19.025875190258752,0.08,98.33
307200,691200000,1,20,17.340038148083924,0.15,127.0
307200,691200000,1,30,15.90583744234134,0.22,169.0
307200,691200000,1,40,14.740566037735848,0.27,169.0
307200,691200000,1,50,13.798813302056024,0.31,197.67
307200,691200000,1,60,12.899896800825594,0.35,212.0
307200,691200000,1,70,12.260912211868563,0.39,212.0
307200,691200000,1,80,11.566042100393247,0.42,241.4
307200,691200000,1,90,11.020498126515319,0.45,254.0
307200,691200000,1,100,10.558547143912998,0.47,254.0
307200,768000000,1,0,21.208907741251327,0.0,86.69
307200,768000000,1,10,18.311664530305805,0.09,127.0
307200,768000000,1,20,16.49348507339601,0.18,169.0
307200,768000000,1,30,15.062509414068384,0.24,208.42
307200,768000000,1,40,13.659336156262807,0.31,212.0
307200,768000000,1,50,12.758356723653995,0.35,250.18
307200,768000000,1,60,11.839924224484964,0.4,233.0
307200,768000000,1,70,11.500862564692351,0.41,254.0
307200,768000000,1,80,10.751532093323299,0.45,254.0
307200,768000000,1,90,10.107135637760258,0.48,258.78
307200,768000000,1,100,9.452689290103034,0.51,254.0
307200,844800000,1,0,21.71552660152009,0.0,126.94
307200,844800000,1,10,19.124115509657678,0.08,129.8
307200,844800000,1,20,17.61493746697199,0.14,169.0
307200,844800000,1,30,16.447368421052634,0.19,212.0
307200,844800000,1,40,15.429717636167258,0.24,218.46
307200,844800000,1,50,14.41545336600836,0.28,254.0
307200,844800000,1,60,13.648150675583459,0.32,261.82
307200,844800000,1,70,12.990387113535983,0.35,297.0
307200,844800000,1,80,12.518778167250877,0.37,297.0
307200,844800000,1,90,11.941724385001194,0.4,334.8
307200,844800000,1,100,11.478420569329659,0.42,339.0
307200,921600000,1,0,21.78174689610107,0.0,132.31
307200,921600000,1,10,19.208605455243948,0.08,169.0
307200,921600000,1,20,17.74622892635315,0.14,212.0
307200,921600000,1,30,16.43115346697338,0.19,218.46
307200,921600000,1,40,15.398829688943641,0.24,254.0
307200,921600000,1,50,14.524328249818447,0.28,293.42
307200,921600000,1,60,13.80262249827467,0.31,297.0
307200,921600000,1,70,13.07531380753138,0.34,323.55
307200,921600000,1,80,12.50312578144536,0.37,338.91
307200,921600000,1,90,11.887779362815026,0.4,343.1
307200,921600000,1,100,11.461318051575931,0.42,376.7
403200,76800000,1,0,27.041644131963224,0.0,42.0
403200,76800000,1,10,19.00418091980236,0.27,42.0
403200,76800000,1,20,14.894250819183794,0.42,84.0
403200,76800000,1,30,12.01634222542658,0.53,84.0
403200,76800000,1,40,10.314595152140278,0.59,84.0
403200,76800000,1,50,8.987148377819718,0.64,84.0
403200,76800000,1,60,7.916402786573781,0.68,84.0
403200,76800000,1,70,7.112881428266591,0.71,90.14
403200,76800000,1,80,6.4750064750064755,0.74,112.67
403200,76800000,1,90,5.896574090453447,0.76,127.0
403200,76800000,1,100,5.5111600992008825,0.78,119.83
403200,153600000,1,0,27.800945232137895,0.0,44.1
403200,153600000,1,10,21.743857360295717,0.18,51.88
403200,153600000,1,20,18.318373328448434,0.3,84.0
403200,153600000,1,30,15.51590380139643,0.4,87.31
403200,153600000,1,40,13.691128148959473,0.47,112.67
403200,153600000,1,50,12.295585884667405,0.52,111.36
403200,153600000,1,60,11.129660545353367,0.56,109.8
403200,153600000,1,70,10.109179134654266,0.59,127.0
403200,153600000,1,80,9.115770282588878,0.63,127.0
403200,153600000,1,90,8.602890571231935,0.66,132.25
403200,153600000,1,100,8.150623522699487,0.68,142.75
403200,230400000,1,0,27.808676307007786,0.0,44.1
403200,230400000,1,10,22.71178741766977,0.15,69.18
403200,230400000,1,20,19.561815336463226,0.25,84.0
403200,230400000,1,30,16.883336147222693,0.35,105.5
403200,230400000,1,40,15.349194167306216,0.41,127.0
403200,230400000,1,50,13.766519823788546,0.46,127.0
403200,230400000,1,60,12.528188423953898,0.51,127.0
403200,230400000,1,70,11.496895838123706,0.55,148.0
403200,230400000,1,80,10.87547580206634,0.57,169.0
403200,230400000,1,90,10.263779123473261,0.6,169.0
403200,230400000,1,100,9.304922303898763,0.63,169.0
403200,307200000,1,0,27.909572983533355,0.0,44.1
403200,307200000,1,10,23.041474654377883,0.14,69.18
403200,307200000,1,20,20.128824476650564,0.23,84.0
403200,307200000,1,30,17.765144785930005,0.32,123.93
403200,307200000,1,40,16.06425702811245,0.38,127.0
403200,307200000,1,50,14.699397324709686,0.43,127.0
403200,307200000,1,60,13.513513513513514,0.47,162.0
403200,307200000,1,70,12.470382840753212,0.51,169.0
403200,307200000,1,80,11.71234481143125,0.54,169.0
403200,307200000,1,90,10.864841373315949,0.57,169.0
403200,307200000,1,100,10.297600659046442,0.59,169.0
403200,384000000,1,0,27.99552071668533,0.0,42.0
403200,384000000,1,10,23.212627669452182,0.13,81.67
403200,384000000,1,20,20.387359836901123,0.22,84.0
403200,384000000,1,30,18.060321473722233,0.3,127.0
403200,384000000,1,40,16.385384237260364,0.37,127.0
403200,384000000,1,50,14.997000599880023,0.42,130.23
403200,384000000,1,60,13.852334118298934,0.46,169.0
403200,384000000,1,70,12.891581797086504,0.5,169.0
403200,384000000,1,80,12.01345506967804,0.53,169.0
403200,384000000,1,90,11.26887536623845,0.56,169.0
403200,384000000,1,100,10.645092612305728,0.58,169.0
403200,460800000,1,0,28.28054298642534,0.0,44.1
403200,460800000,1,10,23.446658851113718,0.12,81.67
403200,460800000,1,20,20.81165452653486,0.21,84.0
403200,460800000,1,30,18.535681186283593,0.29,127.0
403200,460800000,1,40,16.854879487611665,0.35,127.0
403200,460800000,1,50,15.506280043417584,0.4,165.77
403200,460800000,1,60,14.374011786689666,0.44,169.0
403200,460800000,1,70,13.310262212165581,0.47,169.0
403200,460800000,1,80,12.423903590508138,0.5,169.0
403200,460800000,1,90,11.701380762930027,0.53,169.0
403200,460800000,1,100,11.303266644060134,0.54,211.9
403200,537600000,1,0,28.425241614553723,0.0,48.35
403200,537600000,1,10,23.5626767200754,0.11,84.0
403200,537600000,1,20,21.034917963819943,0.19,105.5
403200,537600000,1,30,18.95734597156398,0.26,127.0
403200,537600000,1,40,17.488632388947185,0.31,142.0
403200,537600000,1,50,16.194331983805668,0.36,169.0
403200,537600000,1,60,15.053439710973956,0.4,169.0
403200,537600000,1,70,14.108352144469526,0.44,197.67
403200,537600000,1,80,13.306719893546239,0.47,212.0
403200,537600000,1,90,12.578616352201259,0.5,212.0
403200,537600000,1,100,11.936022917164001,0.52,212.0
403200,614400000,1,0,28.208744710860366,0.0,56.75
403200,614400000,1,10,23.646252069047055,0.11,86.39
403200,614400000,1,20,21.08814846056516,0.19,127.0
403200,614400000,1,30,18.95734597156398,0.26,166.2
403200,614400000,1,40,17.439832577607255,0.31,169.0
403200,614400000,1,50,16.14465611882467,0.36,208.69
403200,614400000,1,60,15.108022359873093,0.4,212.0
403200,614400000,1,70,14.17032733456143,0.44,212.0
403200,614400000,1,80,13.292569453675394,0.47,242.55
403200,614400000,1,90,12.575452716297788,0.5,254.0
403200,614400000,1,100,12.006243246488173,0.52,254.0
403200,691200000,1,0,28.192839018889202,0.0,90.4
403200,691200000,1,10,24.479804161566708,0.09,124.61
403200,691200000,1,20,21.593608291945582,0.18,161.59
403200,691200000,1,30,19.297568506368197,0.25,180.47
403200,691200000,1,40,17.806267806267808,0.3,215.0
403200,691200000,1,50,16.545334215751158,0.34,224.0
403200,691200000,1,60,15.35862386730149,0.39,228.23
403200,691200000,1,70,14.541224371092047,0.42,272.0
403200,691200000,1,80,13.618412093149937,0.46,264.75
403200,691200000,1,90,12.926577042399172,0.48,296.73
403200,691200000,1,100,12.298610257040954,0.51,296.64
403200,768000000,1,0,28.058361391694724,0.0,92.55
403200,768000000,1,10,24.342745861733203,0.09,127.0
403200,768000000,1,20,22.070183182520413,0.16,169.0
403200,768000000,1,30,20.161290322580644,0.23,212.0
403200,768000000,1,40,18.508236165093468,0.29,237.2
403200,768000000,1,50,17.692852087756545,0.32,254.0
403200,768000000,1,60,16.600265604249667,0.36,290.43
403200,768000000,1,70,15.351550506601166,0.4,299.62
403200,768000000,1,80,14.602803738317757,0.43,299.92
403200,768000000,1,90,13.781697905181918,0.46,334.5
403200,768000000,1,100,13.145786775338506,0.48,341.91
403200,844800000,1,0,28.089887640449437,0.0,133.35
403200,844800000,1,10,24.49179524859172,0.08,166.67
403200,844800000,1,20,22.42152466367713,0.15,206.94
403200,844800000,1,30,20.546537908362442,0.22,248.75
403200,844800000,1,40,18.58390633711206,0.28,254.0
403200,844800000,1,50,18.37897445322551,0.29,296.2
403200,844800000,1,60,17.277125086385624,0.33,302.07
