F_CPU,F_GPU,N_THREADS,THROUGHPUT,KERNEL_FRACTION,GPU_W
102000,76800000,1,0.2133310578020501,0.02,42.0
102000,153600000,1,0.2157348359983777,0.01,42.0
102000,230400000,1,0.21947488439160465,0.01,42.0
102000,307200000,1,0.22199184401965072,0.01,42.0
102000,384000000,1,0.21848420031505422,0.0,42.0
102000,460800000,1,0.21839926443127738,0.01,42.0
102000,537600000,1,0.21792997038331702,0.0,42.0
102000,614400000,1,0.2162461400064009,0.0,42.0
102000,691200000,1,0.21955535649203234,0.0,85.0
102000,768000000,1,0.2189189780862103,0.0,85.0
102000,844800000,1,0.217596602011463,0.0,85.0
102000,921600000,1,0.21933816900883274,0.0,127.0
204000,76800000,1,0.4306150043492115,0.03,6.0
204000,153600000,1,0.45549163489612515,0.02,42.0
204000,230400000,1,0.4483741951683196,0.01,42.0
204000,307200000,1,0.45306475654565304,0.01,42.0
204000,384000000,1,0.45432861588787166,0.01,42.0
204000,460800000,1,0.4455474218398436,0.01,42.0
204000,537600000,1,0.4534612698729401,0.01,42.0
204000,614400000,1,0.45769104024019625,0.0,42.0
204000,691200000,1,0.44945840262483705,0.0,85.0
204000,768000000,1,0.45467565711999347,0.0,85.0
204000,844800000,1,0.45162222703952604,0.0,85.0
204000,921600000,1,0.4570383912248629,0.0,127.0
307200,76800000,1,0.644550007412325,0.05,42.0
307200,153600000,1,0.6744816608436417,0.03,42.0
307200,230400000,1,0.6606241577041989,0.02,42.0
307200,307200000,1,0.6700302183628482,0.01,42.0
307200,384000000,1,0.6489124227794217,0.01,42.0
307200,460800000,1,0.6176614103680644,0.02,42.0
307200,537600000,1,0.6694471036371061,0.01,42.0
307200,614400000,1,0.6767777258914855,0.01,42.0
307200,691200000,1,0.6683866483083134,0.01,84.0
307200,768000000,1,0.6845423492124341,0.01,85.0
307200,844800000,1,0.69321206743567,0.01,85.0
307200,921600000,1,0.6839804928763432,0.01,127.0
403200,76800000,1,0.798562587342783,0.06,42.0
403200,153600000,1,0.8543065593657628,0.03,42.0
403200,230400000,1,0.8731870453969944,0.02,42.0
403200,307200000,1,0.8834468562543619,0.02,42.0
403200,384000000,1,0.8892050506846879,0.01,42.0
403200,460800000,1,0.8870438377064596,0.01,42.0
403200,537600000,1,0.8925941463675882,0.01,42.0
403200,614400000,1,0.8996527340446588,0.01,42.0
403200,691200000,1,0.8818264389202917,0.01,84.0
403200,768000000,1,0.9111285237895658,0.01,85.0
403200,844800000,1,0.9032118212363163,0.01,85.0
403200,921600000,1,0.9065854366115463,0.01,127.0
518400,76800000,1,1.067634655420915,0.08,21.0
518400,153600000,1,1.1087457867660104,0.04,42.0
518400,230400000,1,1.13245153107447,0.03,42.0
